AAcomp_A,AAcomp_R,AAcomp_N,AAcomp_D,AAcomp_C,AAcomp_Q,AAcomp_E,AAcomp_G,AAcomp_H,AAcomp_I,AAcomp_L,AAcomp_K,AAcomp_M,AAcomp_F,AAcomp_P,AAcomp_S,AAcomp_T,AAcomp_W,AAcomp_Y,AAcomp_V,AAindex_ARGP820101_avg,AAindex_BULH740101_avg,AAindex_CHAM820102_avg,AAindex_CIDH920105_avg,AAindex_EISD840101_avg,AAindex_EISD860101_avg,AAindex_EISD860102_avg,AAindex_EISD860103_avg,AAindex_FAUJ830101_avg,AAindex_GOLD730101_avg,AAindex_GUYH850101_avg,AAindex_HOPT810101_avg,AAindex_JANJ790102_avg,AAindex_JOND750101_avg,AAindex_KYTJ820101_avg,AAindex_LAWE840101_avg,AAindex_LEVM760101_avg,AAindex_MANP780101_avg,AAindex_MIYS850101_avg,AAindex_NOZY710101_avg,AAindex_OOBM770101_avg,AAindex_OOBM770102_avg,AAindex_OOBM770103_avg,AAindex_OOBM770104_avg,AAindex_OOBM770105_avg,AAindex_OOBM850103_avg,AAindex_OOBM850104_avg,AAindex_PONP800101_avg,AAindex_PONP800102_avg,AAindex_PONP800103_avg,AAindex_PRAM900101_avg,AAindex_RADA880101_avg,AAindex_RADA880102_avg,AAindex_RADA880103_avg,AAindex_RADA880104_avg,AAindex_RADA880105_avg,AAindex_ROBB790101_avg,AAindex_ROSM880101_avg,AAindex_ROSM880102_avg,AAindex_SIMZ760101_avg,AAindex_SWER830101_avg,AAindex_VHEG790101_avg,AAindex_WERD780102_avg,AAindex_WERD780103_avg,AAindex_WERD780104_avg,AAindex_YUTK870101_avg,AAindex_YUTK870102_avg,AAindex_YUTK870103_avg,AAindex_YUTK870104_avg,AAindex_ZIMJ680101_avg,AAindex_PONP930101_avg,AAindex_WILM950101_avg,AAindex_WILM950102_avg,AAindex_WILM950103_avg,AAindex_WILM950104_avg,AAindex_KUHL950101_avg,AAindex_JURD980101_avg,AAindex_WOLR790101_avg,AAindex_KIDA850101_avg,AAindex_COWR900101_avg,AAindex_BLAS910101_avg,AAindex_CASG920101_avg,AAindex_ENGD860101_avg,AAindex_FASG890101_avg,class
0.06878,0.04233,0.02646,0.04762,0.01058,0.03704,0.08466,0.10582,0.00529,0.02646,0.04762,0.06878,0.03704,0.03704,0.06878,0.05291,0.06878,0.02116,0.05291,0.08995,0.8963,-0.81804,0.48184,-0.05159,-0.1437,0.48815,1.78852,-0.12259,0.32646,1.1528,0.07947,0.08095,-0.17354,1.27354,-0.48942,0.20778,-0.08148,12.73878,2.46153,0.6672,-1.74386,-1.21414,-0.52959,-13.39925,-9.21438,-0.16836,-1.28667,12.33899,7.66206,2.63667,6.27302,-1.56254,0.45095,-2.39799,-1.6118,-3.87693,0.40476,2.14841,-0.11788,1.19312,-0.09598,-0.8563,-0.24026,0.12101,-0.21868,9.03069,7.19365,17.22614,17.59222,1.23212,0.37984,0.66889,0.75481,0.59217,0.69847,0.90921,-0.58429,0.12476,0.11312,0.12921,0.51586,-0.23862,1.5,-0.28661,C
0.06087,0.02899,0.06377,0.06377,0,0.03768,0.08116,0.03188,0.01449,0.06087,0.08406,0.07536,0.03188,0.06957,0.03478,0.07246,0.06087,0.01739,0.05507,0.05507,0.96226,-0.96128,0.67074,0.05162,-0.13768,0.56342,1.85096,-0.14023,0.38264,1.27435,-0.03545,-0.01681,-0.18464,1.36751,-0.39971,0.17794,-0.13797,12.79243,2.57736,0.80667,-1.73018,-1.20015,-0.52982,-14.14354,-9.69854,-0.05116,-1.80823,12.37443,7.68209,2.63864,6.7342,-1.67128,0.62313,-2.84858,-1.73835,-4.44472,0.52899,2.35064,-0.16896,1.31406,0.02348,-1.66771,-0.18322,0.15939,-0.24751,9.66348,7.59275,17.42188,17.82635,1.3527,0.47478,0.93536,1.2433,0.72771,1.11643,0.92246,-0.45304,0.04299,0.10499,0.14504,0.52404,-0.19739,1.60957,-0.51797,C
0.18182,0.0979,0.01748,0.05944,0.0035,0.04895,0.05245,0.05944,0.02797,0.02098,0.13287,0.02797,0.02448,0.03147,0.04895,0.03147,0.03147,0.02797,0.01748,0.05594,0.90157,-0.82406,0.30301,0.05224,-0.14451,0.47052,1.97399,-0.07594,0.37843,1.16245,0.06899,0.00839,-0.11259,1.28115,-0.15559,0.14241,-0.11608,12.87955,2.57608,0.72413,-1.76424,-1.22557,-0.53849,-13.58721,-9.28939,-0.06906,-1.5572,12.4314,7.74983,2.65343,6.56783,-1.61052,0.49829,-2.40399,-1.59497,-3.85759,0.4,2.07241,-0.20654,1.21636,-0.09115,-0.84944,-0.21517,0.0657,-0.23035,8.96469,7.22203,16.28458,16.65259,1.22685,0.57682,0.75231,1.63983,0.20794,0.36521,0.91192,-0.35371,0.12248,0.04878,0.19056,0.51799,-0.13042,1.56853,-0.6349,F
0.11834,0.04734,0.04734,0.04734,0.01775,0.05325,0.11243,0.04142,0.0355,0.05917,0.08284,0.04142,0.02959,0.06509,0.04734,0.02367,0.02959,0.00592,0.0355,0.05917,0.94923,-0.87438,0.61472,0.06822,-0.12243,0.52728,1.79118,-0.10213,0.39195,1.20846,-0.05183,0.01893,-0.12071,1.34893,-0.2574,0.13071,-0.12722,12.92059,2.60669,0.73609,-1.74736,-1.21388,-0.53329,-13.90082,-9.5632,0.07178,-1.19953,12.48278,7.7916,2.65663,6.9142,-1.55994,0.53615,-2.63799,-1.70604,-4.19373,0.56213,2.14361,-0.18846,1.26935,-0.03988,-1.13586,-0.21124,0.13515,-0.23615,9.56036,7.4284,17.18544,17.56018,1.35201,0.56266,0.87266,1.39988,0.76787,0.86852,0.91438,-0.37237,0.08994,0.06734,0.1884,0.51556,-0.12959,1.65266,-0.71189,C
0.04721,0.02146,0.04721,0.05579,0.02575,0.06009,0.04721,0.04721,0.02575,0.11159,0.12017,0.11159,0.02146,0.07296,0.03004,0.06867,0.02146,0,0.03433,0.03004,1.03884,-1.0182,0.68043,0.16579,-0.10322,0.6124,1.84275,-0.06764,0.467,1.3882,-0.1124,-0.0721,-0.14678,1.47618,-0.05236,0.23077,-0.16567,12.98635,2.67305,0.79657,-1.74267,-1.20671,-0.53573,-13.96262,-9.60073,0.09043,-2.79579,12.5494,7.8506,2.66738,5.77983,-1.11502,0.70755,-2.75721,-1.36901,-3.93691,0.77897,1.89339,-0.34961,1.40841,0.09541,-2.86571,-0.19931,0.13052,-0.2024,10.20258,8.12661,17.65064,18.07845,1.5115,0.61948,1.05223,1.37957,0.83558,1.52438,0.86695,-0.12369,0.15133,0.04494,0.17515,0.55391,-0.1073,1.38197,-0.89579,F
0.09322,0.08051,0.01271,0.07203,0.02119,0.04237,0.0678,0.03814,0.02966,0.02542,0.13983,0.04237,0.01271,0.05085,0.08051,0.05932,0.05085,0,0.02966,0.05085,0.93657,-0.89602,0.44466,0.00881,-0.17636,0.45017,1.97915,-0.1036,0.37576,1.21386,0.04953,0.12839,-0.16356,1.33064,-0.32373,0.23767,-0.05424,12.75928,2.54038,0.66737,-1.74447,-1.21513,-0.52911,-13.68618,-9.44319,-0.22525,-0.91928,12.38309,7.71568,2.64805,7.45805,-1.88852,0.46258,-2.49335,-1.75008,-4.02941,0.45,2.31797,-0.22576,1.29271,-0.05898,0.4889,-0.24877,0.08225,-0.24203,9.19153,7.47458,16.58335,16.95708,1.3914,0.4439,0.83055,1.46792,0.69903,0.66585,0.9211,-0.45619,0.05581,0.07619,0.16462,0.51192,-0.22839,1.7822,-0.58356,F
0.08713,0.07723,0.01386,0.08317,0.00594,0.02772,0.05545,0.08119,0.05149,0.07921,0.07723,0.02772,0.04356,0.02574,0.05743,0.05149,0.05941,0.01386,0.01782,0.06337,0.90877,-0.83986,0.34304,0.04404,-0.13687,0.48016,1.8824,-0.06497,0.37733,1.11671,0.00861,0.0697,-0.09723,1.29103,-0.25129,0.17004,-0.08,12.85065,2.58574,0.67881,-1.76294,-1.21897,-0.54381,-13.56645,-9.27762,0.00448,-1.30271,12.494,7.80875,2.66398,6.45149,-1.746,0.51414,-2.4544,-1.54251,-3.79648,0.57446,2.23077,-0.23523,1.22636,-0.09154,-0.10624,-0.2362,0.06034,-0.21871,9.3905,7.35208,16.65739,17.03228,1.27939,0.54663,0.68149,1.03097,0.91012,0.81659,0.90687,-0.37628,0.09469,0.0815,0.13743,0.50126,-0.12792,1.54139,-0.67929,F
0.07965,0.04425,0.04425,0.0708,0,0.02655,0.0354,0.06195,0.00885,0.0354,0.0885,0.07965,0.0354,0.06195,0.0354,0.04425,0.14159,0,0.04425,0.06195,0.85248,-0.88257,0.47169,-0.02619,-0.14416,0.51956,1.88071,-0.08761,0.33991,1.17274,-0.01018,-0.00177,-0.18142,1.21133,-0.29115,0.1477,-0.10442,12.71204,2.51761,0.71947,-1.74317,-1.21512,-0.52791,-13.50989,-9.32731,-0.26292,-1.96027,12.3385,7.65186,2.63469,5.5177,-1.63327,0.5569,-2.49327,-1.57283,-3.90823,0.37257,2.33566,-0.18743,1.20212,-0.0031,-1.81549,-0.16956,0.15699,-0.18743,9.36195,7.50354,17.13619,17.54283,1.29062,0.43035,0.84248,1.23389,0.50398,0.71212,0.91398,-0.40363,0.11035,0.14566,0.10611,0.52442,-0.22566,1.31858,-0.41425,C
0.1148,0.07855,0.02115,0.07553,0.01511,0.01813,0.06949,0.07251,0.02719,0.03625,0.12085,0.03021,0.02417,0.02719,0.04532,0.05136,0.06344,0.01511,0.01813,0.07553,0.87514,-0.8487,0.41673,0.01644,-0.13278,0.44625,1.87514,-0.05725,0.37353,1.10293,0.01381,0.08459,-0.09426,1.24335,-0.12145,0.13589,-0.05136,12.87716,2.56828,0.68489,-1.76687,-1.22762,-0.53906,-13.41401,-9.21442,-0.04728,-1.43931,12.47746,7.80079,2.66347,6.37795,-1.63284,0.47903,-2.3565,-1.4726,-3.6226,0.42931,2.20048,-0.26272,1.19057,-0.08764,-0.49671,-0.21423,0.07411,-0.22178,9.28429,7.35378,16.62251,16.98239,1.24571,0.55296,0.75698,1.37208,0.60281,0.68535,0.911,-0.2542,0.13154,0.07305,0.19272,0.5089,-0.14471,1.52387,-0.67024,F
0.10487,0.06742,0.02247,0.05243,0.01873,0.03745,0.04494,0.08989,0.02996,0.02996,0.10487,0.07116,0.02247,0.01873,0.0412,0.09363,0.06367,0.01124,0.02996,0.04494,0.8024,-0.75434,0.35682,-0.08813,-0.18835,0.37685,1.91633,-0.16075,0.28056,1.04247,0.13262,0.14307,-0.17491,1.14026,-0.44494,0.11966,0.0367,12.66116,2.43221,0.58614,-1.74869,-1.22673,-0.52173,-13.09485,-9.08693,-0.2333,-1.66951,12.29539,7.62247,2.62749,6.64981,-1.86858,0.42685,-2.35584,-1.86217,-4.0539,0.29101,2.46228,-0.04064,1.09412,-0.15258,-0.37101,-0.19082,0.07547,-0.20824,8.95206,7.39064,16.80258,17.16764,1.16217,0.38427,0.52921,0.90187,0.56453,0.62105,0.92127,-0.57315,0.08839,0.16206,-0.00768,0.49288,-0.22921,1.58876,-0.28607,F
0.11146,0.07121,0.01238,0.03715,0.00929,0.0743,0.06811,0.0805,0.01238,0.04025,0.13003,0.01858,0.00929,0.03096,0.06811,0.04954,0.05573,0.05573,0.01858,0.04644,0.94882,-0.89573,0.36721,0.04659,-0.09978,0.57839,1.77093,-0.03229,0.48594,1.25269,0.05115,-0.17399,-0.08359,1.34805,-0.2,0.2322,-0.32198,12.87889,2.59554,0.78204,-1.76706,-1.21849,-0.54836,-13.89907,-9.40851,-0.00579,-2.15492,12.41031,7.75313,2.6605,4.74056,-1.26053,0.54799,-2.51161,-1.49644,-3.9018,0.57771,1.77622,-0.40198,1.27316,-0.06731,-2.07282,-0.24793,0.08579,-0.21632,9.16254,7.36625,16.74365,17.08539,1.2118,0.56108,0.95783,1.72808,0.54031,0.78678,0.89291,-0.32167,0.15399,-0.01969,0.28653,0.54141,-0.10836,1.13189,-0.70607,C
0.07857,0.07857,0.05357,0.06786,0.01071,0.02857,0.06071,0.05714,0.04643,0.08214,0.09643,0.03929,0.02857,0.03929,0.03571,0.03214,0.04286,0,0.03929,0.08214,0.94564,-0.91457,0.53436,0.12386,-0.14232,0.48279,1.98925,-0.08339,0.38986,1.22007,-0.05257,0.00464,-0.11714,1.34339,-0.16607,0.1595,-0.10964,12.99457,2.63811,0.75,-1.75461,-1.20755,-0.54692,-13.88682,-9.47451,0.05139,-1.25557,12.60046,7.89486,2.67457,7.22571,-1.7465,0.56482,-2.66911,-1.73332,-4.22411,0.67071,2.31893,-0.15654,1.29268,0.00954,-0.45936,-0.19475,0.09011,-0.23496,9.58679,7.465,16.64546,17.04132,1.38464,0.66571,0.84621,1.30243,0.80375,1.01146,0.91018,-0.28496,0.06071,0.09843,0.14757,0.51474,-0.0825,1.72679,-0.838,F
0.07246,0.02415,0.03382,0.07246,0.01449,0.07729,0.08696,0.07729,0.01932,0.07729,0.05314,0.05314,0.03382,0.03865,0.02415,0.09179,0.07246,0,0.03382,0.04348,0.77589,-0.75623,0.59564,-0.13556,-0.15618,0.39986,1.66986,-0.18749,0.27986,1.00324,0.06377,0.15217,-0.15362,1.10261,-0.49082,0.0528,0.03865,12.66976,2.45483,0.59324,-1.7367,-1.21987,-0.5166,-13.20172,-9.20833,-0.04217,-1.31783,12.29314,7.62179,2.62826,6.63865,-1.89082,0.46024,-2.45386,-1.73773,-3.99348,0.36232,2.65976,-0.02338,1.04106,-0.15942,-0.95029,-0.20159,0.12048,-0.20517,9.3971,7.557,17.54382,17.93493,1.14188,0.37783,0.67498,0.64454,0.84565,0.99961,0.93638,-0.56053,0.0771,0.19845,0.03623,0.47956,-0.25604,1.58647,-0.29681,F
0.10526,0.07368,0.05263,0.09474,0.02105,0.02105,0.13684,0.01053,0.04211,0.05263,0.10526,0.07368,0.03158,0.03158,0.03158,0.02105,0.03158,0.01053,0.03158,0.02105,0.91137,-0.80084,0.73499,-0.03979,-0.27579,0.26726,2.31642,-0.24463,0.20526,1.10084,0.13632,0.50632,-0.27684,1.29579,-0.85053,0.00958,0.34632,12.67579,2.46926,0.63053,-1.70557,-1.1974,-0.50789,-13.98032,-9.73172,-0.04547,-0.84474,12.27316,7.54863,2.59368,12.61158,-2.80368,0.40568,-2.93147,-2.41021,-5.07737,0.36105,3.26632,0.21421,1.22695,-0.19568,3.02295,-0.19305,0.06558,-0.32516,9.34632,7.15474,16.69389,17.01863,1.29716,0.36211,0.58653,0.99368,0.81674,0.87779,0.99958,-0.95716,-0.154,0.26316,-0.02989,0.44087,-0.29053,3.01368,-0.29737,C
0.09827,0.06936,0.01734,0.05202,0.01156,0.05202,0.04624,0.07514,0.02312,0.05202,0.10405,0.01734,0.02312,0.04046,0.09249,0.06358,0.04624,0.01734,0.02312,0.07514,0.95809,-0.90173,0.27382,0.06827,-0.08653,0.58561,1.66908,-0.01318,0.47289,1.25335,-0.00931,-0.13988,-0.06127,1.36087,-0.03931,0.29364,-0.3185,12.89613,2.60387,0.71618,-1.77264,-1.22487,-0.5476,-13.53295,-9.23066,-0.02734,-1.37017,12.49272,7.8389,2.67971,4.20867,-1.19902,0.53179,-2.28538,-1.29197,-3.4322,0.5815,1.68549,-0.44434,1.29197,-0.02723,-1.70555,-0.24879,0.09451,-0.2026,9.29364,7.48092,16.79457,17.19301,1.33954,0.56393,0.8974,1.42387,0.73052,0.79387,0.8722,-0.17312,0.19919,-0.03052,0.28717,0.54702,-0.1185,1.00578,-0.77023,C
0.03475,0.06564,0.06178,0.04247,0.00772,0.03861,0.05405,0.04247,0.02317,0.07336,0.10039,0.16216,0.00772,0.03089,0.03089,0.06178,0.06178,0.01158,0.03475,0.05405,0.94282,-0.85942,0.45619,-0.00537,-0.28521,0.32946,2.48888,-0.22707,0.21467,1.27467,0.18969,0.34981,-0.36293,1.34012,-0.78417,0.13923,0.2583,12.68058,2.41255,0.65405,-1.69546,-1.1836,-0.51169,-13.80019,-9.56376,-0.20961,-2.77344,12.25266,7.51463,2.58726,10.82355,-2.40039,0.49012,-2.9434,-2.53004,-5.35927,0.44286,3.01324,0.19734,1.29459,-0.08884,0.64888,-0.16201,0.07595,-0.26355,9.29344,7.50463,16.8251,17.21436,1.35471,0.36147,0.61637,0.87633,0.42135,1.34645,0.94973,-0.87274,-0.09884,0.33649,-0.15131,0.48314,-0.31931,2.58687,-0.09313,F
0.07383,0.07383,0.03356,0.05369,0.00671,0.0604,0.08054,0.08054,0.02013,0.03356,0.10738,0.03356,0.03356,0.05369,0.02013,0.06711,0.0604,0.00671,0.04027,0.0604,0.82329,-0.85302,0.555,-0.03705,-0.16597,0.43221,1.97852,-0.13523,0.33705,1.08631,0.01799,0.04832,-0.14631,1.16953,-0.36846,0.12919,-0.04698,12.81369,2.56134,0.70872,-1.74732,-1.21162,-0.53548,-13.73026,-9.41413,-0.13134,-1.25933,12.41262,7.74027,2.65463,6.89463,-1.93483,0.48128,-2.61181,-1.95651,-4.43168,0.4745,2.54812,-0.06027,1.12826,-0.04356,-0.66107,-0.22208,0.12409,-0.20577,9.12349,7.35369,16.67275,17.04121,1.20054,0.50651,0.82758,1.24383,0.48725,0.77067,0.93443,-0.46584,0.03993,0.14087,0.1147,0.49937,-0.18792,1.64698,-0.54436,C
0.112,0.04,0.064,0.016,0,0.056,0.056,0.112,0.016,0,0.088,0.008,0.008,0.04,0.152,0.088,0.016,0,0.08,0.048,0.89688,-0.80496,0.19906,-0.10064,-0.10128,0.55424,1.27928,-0.1704,0.36608,1.2428,0.14936,-0.1848,-0.1184,1.27432,-0.5432,0.38048,-0.4336,12.54544,2.38512,0.5952,-1.75218,-1.23267,-0.51931,-13.01874,-9.03361,-0.20688,0.54784,12.16712,7.51632,2.614,3.8888,-1.25048,0.4164,-1.95352,-1.52736,-3.4452,0.32,1.63736,-0.1924,1.23376,-0.11592,-1.50672,-0.20624,0.17952,-0.23664,8.6712,7.2776,17.30264,17.73488,1.318,0.24592,0.76496,0.9632,0.62032,0.14784,0.88512,-0.68824,0.2232,-0.05416,0.19616,0.54778,-0.2704,0.9304,-0.22696,F
0.06532,0.03153,0.07207,0.04279,0,0.02928,0.08333,0.08784,0.00676,0.07658,0.09685,0.1509,0.02928,0.04279,0.00901,0.06982,0.03829,0.00225,0.01802,0.0473,0.87016,-0.82227,0.43747,-0.05419,-0.20061,0.36673,2.12297,-0.18007,0.21273,1.15495,0.11106,0.33829,-0.2714,1.23698,-0.50158,0.07369,0.26261,12.74115,2.44586,0.6286,-1.71672,-1.20999,-0.5065,-13.20322,-9.25514,0.04493,-2.93885,12.26608,7.53014,2.59277,8.86622,-1.81248,0.50095,-2.53892,-1.94027,-4.38376,0.36306,2.62583,0.07063,1.17309,-0.11306,-1.33784,-0.14403,0.13536,-0.22002,9.5955,7.62095,17.44655,17.85554,1.25755,0.36968,0.66559,0.77507,0.18514,1.30399,0.92273,-0.5843,0.07367,0.27453,-0.04759,0.49069,-0.30743,2.11959,-0.16727,F
0.11502,0.07746,0.02347,0.03521,0.02347,0.05399,0.06338,0.11033,0.02347,0.02817,0.11033,0.02113,0.01643,0.03052,0.05164,0.0446,0.05399,0.02347,0.02817,0.06573,0.85542,-0.80784,0.39712,0.00127,-0.11681,0.47786,1.76401,-0.05946,0.40465,1.11871,0.03347,-0.08404,-0.07394,1.21526,-0.17582,0.16514,-0.20563,12.88444,2.55563,0.68099,-1.77301,-1.22862,-0.54422,-13.38478,-9.1417,-0.05716,-1.47697,12.46533,7.80439,2.66735,5.03779,-1.39725,0.46333,-2.30246,-1.58359,-3.74838,0.49906,1.94979,-0.24526,1.14829,-0.0862,-1.44333,-0.21934,0.09756,-0.1892,8.99906,7.2723,16.65613,17.00415,1.18587,0.56256,0.78786,1.39803,0.5308,0.60751,0.89364,-0.31974,0.16993,0.03148,0.19397,0.52464,-0.09836,1.20352,-0.68298,F
0.05009,0.05188,0.05009,0.0644,0.01252,0.04293,0.09123,0.06261,0.01789,0.09481,0.07156,0.11449,0.02504,0.03041,0.01252,0.06082,0.0322,0.00537,0.0483,0.06082,0.92288,-0.85805,0.68796,0.00558,-0.22047,0.35045,2.22002,-0.21363,0.24907,1.18941,0.10614,0.31485,-0.26315,1.31161,-0.58318,0.0951,0.2195,12.8161,2.48733,0.67549,-1.71397,-1.19336,-0.52042,-13.69978,-9.46982,-0.00597,-1.94775,12.38374,7.65869,2.61948,9.99553,-2.15066,0.49921,-2.81587,-2.10433,-4.74503,0.51789,2.86154,0.13982,1.23919,-0.07961,0.34769,-0.19268,0.08308,-0.25689,9.50877,7.45492,17.09301,17.47426,1.32111,0.47004,0.6805,0.7383,0.5803,1.32426,0.94639,-0.65839,-0.0261,0.26982,-0.02166,0.48282,-0.24705,2.38945,-0.30685,F
0.06087,0.04348,0.03913,0.04348,0.02609,0.04348,0.06522,0.02174,0.00435,0.10435,0.11739,0.13478,0.03043,0.05217,0.03043,0.05652,0.03478,0.02174,0.02174,0.04783,1.08139,-1.02287,0.62269,0.18857,-0.14422,0.58313,2.17713,-0.04552,0.44904,1.42983,-0.04387,0.05696,-0.20261,1.53661,-0.08435,0.22178,-0.04,13.02622,2.66143,0.8113,-1.73558,-1.19833,-0.53702,-14.10252,-9.6541,0.07548,-3.59109,12.54335,7.84061,2.66439,7.08913,-1.29974,0.661,-2.90087,-1.615,-4.35317,0.72522,2.04196,-0.31904,1.44335,0.07452,-2.02396,-0.20957,0.08939,-0.2247,10.06304,7.84783,17.25052,17.63917,1.48961,0.63422,0.97091,1.41404,0.68074,1.68343,0.88461,-0.16178,0.09352,0.10648,0.18252,0.54815,-0.13043,1.69478,-0.76674,F
0.07692,0.06805,0.0355,0.05325,0.01775,0.07101,0.10355,0.02959,0,0.06509,0.15976,0.04734,0.03254,0.0355,0.03846,0.0503,0.0503,0.01775,0.00888,0.03846,0.93213,-0.94533,0.56769,0.03778,-0.15642,0.48672,2.06689,-0.05947,0.41787,1.24228,0.00938,0.10237,-0.15,1.32414,-0.18314,0.16784,-0.02988,12.93639,2.63071,0.73284,-1.7445,-1.21105,-0.53314,-13.90564,-9.57102,0.05962,-2.21985,12.45979,7.78361,2.65991,7.38669,-1.70311,0.51796,-2.71127,-1.77941,-4.32719,0.57219,2.37518,-0.26459,1.26379,-0.03707,-0.76793,-0.24092,0.08678,-0.23707,9.70148,7.62959,16.82163,17.17973,1.31426,0.5679,1.00521,1.5516,0.65843,1.25985,0.9274,-0.27053,0.05743,0.11009,0.25012,0.51454,-0.19349,1.7645,-0.73541,F
0.06761,0.06761,0.03145,0.04717,0.00314,0.03302,0.13208,0.06289,0.01415,0.05975,0.10692,0.08805,0.01101,0.05031,0.03459,0.05975,0.02516,0.01101,0.03616,0.05818,0.94162,-0.89245,0.57371,-0.01429,-0.20561,0.368,2.23508,-0.18074,0.27763,1.19456,0.1144,0.33349,-0.24497,1.33813,-0.53789,0.14755,0.19544,12.80204,2.50255,0.6989,-1.71996,-1.19771,-0.522,-13.82857,-9.53752,-0.02208,-1.7092,12.33203,7.61887,2.61602,9.87563,-2.09671,0.45358,-2.71645,-2.143,-4.74634,0.47358,2.6789,0.02126,1.27651,-0.08355,0.4497,-0.22778,0.10508,-0.25814,9.31336,7.29214,16.82307,17.17355,1.33542,0.43536,0.79833,1.24505,0.34093,1.10414,0.94958,-0.61802,-0.00972,0.21358,0.07612,0.48771,-0.27626,2.36069,-0.30717,F
0.02844,0.06635,0.04739,0.03791,0.00474,0.05687,0.07109,0.03318,0.0237,0.10427,0.12796,0.09479,0.0237,0.05687,0.01422,0.07109,0.04265,0.00474,0.05687,0.03318,1.00848,-1.0381,0.697,0.13829,-0.18043,0.52412,2.28801,-0.14057,0.40308,1.36934,-0.01322,0.01706,-0.22559,1.43265,-0.32938,0.22436,-0.05735,12.94649,2.64773,0.83081,-1.72544,-1.18529,-0.53989,-14.41355,-9.81772,-0.04384,-2.42502,12.50427,7.79389,2.6545,7.97867,-1.82872,0.64284,-3.08507,-2.14701,-5.13559,0.77204,2.5154,-0.0882,1.40175,0.10697,-1.06332,-0.21052,0.11038,-0.23389,9.79905,7.73081,16.84441,17.23227,1.47474,0.62071,1.01626,1.44972,0.67716,1.46066,0.92455,-0.39052,-0.02332,0.16256,0.09891,0.52743,-0.15213,1.90664,-0.68218,F
0.0796,0.02985,0.05721,0.02985,0.03234,0.04229,0.0597,0.10199,0.0199,0.02488,0.10199,0.0597,0.01493,0.04229,0.09701,0.08706,0.03731,0.00498,0.01493,0.06219,0.86726,-0.78634,0.25765,-0.06988,-0.11149,0.49774,1.46294,-0.0756,0.37266,1.15025,0.03903,-0.01169,-0.10249,1.23236,-0.27662,0.23072,-0.19229,12.70761,2.4592,0.56269,-1.75996,-1.23869,-0.52107,-12.89487,-9.00686,-0.04813,-1.44652,12.31831,7.66445,2.64002,4.44154,-1.21505,0.43706,-2.07047,-1.43321,-3.35562,0.37189,1.8001,-0.31766,1.15393,-0.13801,-1.89231,-0.18726,0.14353,-0.19547,9.25871,7.6199,17.48761,17.89234,1.25142,0.35107,0.71813,0.96306,0.79639,0.85803,0.86945,-0.38075,0.22699,0.02157,0.14664,0.52859,-0.21418,1.06219,-0.48891,F
0.13295,0.07514,0.01156,0.08092,0.01734,0.05202,0.04046,0.08671,0.0578,0.02312,0.07514,0.01734,0.02312,0.04046,0.0578,0.04624,0.04624,0.01734,0.01734,0.08092,0.84098,-0.73954,0.33145,-0.01347,-0.13983,0.44208,1.70214,-0.09867,0.3522,1.03405,0.02474,0.00867,-0.08092,1.19509,-0.30347,0.11647,-0.13295,12.78318,2.52434,0.6422,-1.76661,-1.22831,-0.5382,-13.38403,-9.18351,-0.13387,-0.80798,12.43682,7.76925,2.65971,6.06185,-1.74139,0.46665,-2.32139,-1.52457,-3.62179,0.4052,2.17202,-0.18162,1.12012,-0.14821,-0.41364,-0.22486,0.07087,-0.21214,8.9185,7.29133,16.66613,17.04572,1.17075,0.49688,0.59815,1.1322,0.68659,0.35434,0.90358,-0.46723,0.11682,0.05838,0.09358,0.49731,-0.1289,1.44798,-0.61873,F
0.12339,0.06941,0.03085,0.07198,0.00257,0.03342,0.14396,0.03599,0.01799,0.02571,0.11054,0.07455,0.00771,0.01028,0.03085,0.05913,0.05141,0.00257,0.03599,0.0617,0.79918,-0.73956,0.56342,-0.17039,-0.2647,0.20746,2.20121,-0.27817,0.13812,0.99692,0.24679,0.55141,-0.28638,1.13609,-0.77069,0.00504,0.40026,12.61111,2.34311,0.5563,-1.70935,-1.21031,-0.49878,-13.29041,-9.34563,-0.17907,-0.79064,12.1746,7.45676,2.57923,11.58406,-2.63458,0.31206,-2.569,-2.32226,-4.72427,0.10617,3.24465,0.26141,1.10149,-0.25406,2.14301,-0.2038,0.05967,-0.30275,8.97866,7.14087,16.78154,17.11825,1.18293,0.28658,0.50342,0.90887,0.34627,0.60509,1.00188,-0.88342,-0.06931,0.33177,-0.04789,0.43931,-0.39692,2.76838,0.06982,F
0.12769,0.10923,0.02308,0.06,0.00462,0.01385,0.03692,0.08308,0.03692,0.04615,0.09692,0.01077,0.01692,0.03077,0.06308,0.04615,0.06308,0.01077,0.02923,0.09077,0.90008,-0.84858,0.23248,0.06837,-0.12983,0.46157,1.94349,-0.04398,0.39052,1.15717,0.02945,-0.03662,-0.07892,1.27849,-0.06615,0.19926,-0.17338,12.90705,2.58152,0.704,-1.77451,-1.22235,-0.55205,-13.4558,-9.13786,-0.07082,-1.10609,12.52183,7.84674,2.67488,5.70092,-1.64694,0.47983,-2.28932,-1.60948,-3.75337,0.50938,2.07158,-0.25382,1.23212,-0.0436,-0.46046,-0.20265,0.07638,-0.20469,8.96123,7.12138,16.08329,16.46442,1.29182,0.62485,0.76123,1.50589,0.47558,0.57554,0.89889,-0.24103,0.13234,0.04974,0.19182,0.52279,-0.08462,1.36215,-0.70489,F
